time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
78.433398,-0.0045,0.0025,0.0400,0.040
78.453125,-0.0237,-0.0070,0.0352,0.043
78.472789,-0.0045,-0.0071,0.0209,0.023
78.492681,-0.0000,-0.0022,0.0352,0.035
78.512384,0.0146,0.0027,0.0352,0.038
78.532314,0.0002,-0.0021,0.0352,0.035
78.552456,-0.0047,-0.0020,0.0352,0.036
78.574863,-0.0095,0.0076,0.0257,0.028
78.592095,-0.0144,0.0028,0.0161,0.022
78.611560,-0.0097,-0.0116,0.0161,0.022
78.631699,0.0094,0.0027,0.0352,0.037
78.651259,-0.0005,0.0077,0.0305,0.031
78.673121,-0.0149,-0.0021,0.0209,0.026
78.691509,-0.0197,0.0314,0.0209,0.043
78.711129,-0.0008,0.0026,0.0161,0.016
78.731180,0.0039,-0.0068,0.0353,0.036
78.750554,0.0086,-0.0019,0.0353,0.036
78.772071,-0.0010,0.0078,0.0353,0.036
78.790208,-0.0055,0.0032,0.0257,0.026
78.810319,-0.0009,-0.0015,0.0209,0.021
78.830090,-0.0150,0.0034,0.0161,0.022
78.850084,0.0043,-0.0013,0.0113,0.012
78.871346,-0.0053,0.0083,0.0353,0.037
78.889585,-0.0100,0.0082,0.0401,0.042
78.910049,-0.0100,0.0131,0.0209,0.027
78.929218,-0.0005,0.0036,0.0401,0.040
78.950246,-0.0054,-0.0014,0.0401,0.040
78.969451,-0.0035,-0.0012,0.0353,0.035
78.990075,0.0112,0.0085,0.0257,0.029
79.009214,0.0021,-0.0012,0.0353,0.035
79.030222,0.0021,-0.0059,0.0209,0.022
79.049117,0.0022,0.0036,0.0353,0.036
79.069878,0.0022,0.0084,0.0305,0.032
79.088933,0.0119,0.0083,0.0305,0.034
79.106803,-0.0071,0.0083,0.0209,0.024
79.128472,-0.0023,0.0131,0.0353,0.038
79.146780,-0.0024,-0.0012,0.0209,0.021
79.167893,0.0025,0.0134,0.0305,0.033
79.186804,0.0171,-0.0010,0.0257,0.031
79.207514,0.0075,0.0039,0.0161,0.018
79.226220,0.0075,0.0039,0.0209,0.023
79.247203,0.0119,0.0040,0.0305,0.033
79.266527,-0.0072,0.0177,0.0257,0.032
79.288131,0.0121,-0.0009,0.0353,0.037
79.306255,0.0122,0.0087,0.0209,0.026
79.326721,-0.0017,-0.0057,0.0161,0.017
79.345484,0.0078,0.0086,0.0401,0.042
79.366287,-0.0021,0.0085,0.0401,0.041
79.384434,0.0075,-0.0155,0.0257,0.031
79.406044,0.0223,0.0085,0.0209,0.032
79.423835,-0.0014,0.0083,0.0305,0.032
